tweet,stemming,label
UU IKN mengancam kelestarian flora fauna Kalimantan. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim #unng,"['uu', 'ikn', 'ancam', 'lestari', 'flora', 'fauna', 'kalimantan']",0.0
UU IKN adalah produk para kapitalis yang serakah. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,"['uu', 'ikn', 'produk', 'kapitalis', 'serakah']",0.0
UU IKN adalah jalan mulus melegalkan kehancuran ekologi ekosistem Kalimantan Timur. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,"['uu', 'ikn', 'jalan', 'mulus', 'legal', 'hancur', 'ekologi', 'ekosistem', 'kalimantan', 'timur', 'ikn', 'proyek', 'oligarki']",0.0
"UU IKN hanya utk golongan tertentu saja

#UUIKNMendzalimiRakyat  #StopKebijakanDzalim","['uu', 'ikn', 'golong']",0.0
"Beban biaya menggunakan apbn, yang ujung-ujungnya adalah menambah beban rakyat. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;","['beban', 'biaya', 'apbn', 'ujungujungnya', 'tambah', 'beban', 'rakyat', 'ikn', 'proyek', 'oligarki']",0.0
Oligarki berbahaya bagi semua makhluk hidup &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN #q092,"['oligarki', 'bahaya', 'makhluk', 'hidup', 'tolak', 'uu', 'ikn']",0.0
Katanya demokratis tapi pendapat rakyat kok dikesampingkan? &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['demokratis', 'dapat', 'rakyat', 'samping', 'tolak', 'uu', 'ikn']",0.0
"#AyoTolakUUIKN 

UU IKN menambah deretan kebijakan pemerintah yang diputuskan secara serampangan dan dipaksakan. #UUIKNMeresahkan","['uu', 'ikn', 'tambah', 'deret', 'bijak', 'perintah', 'putus', 'serampang', 'paksa']",0.0
"Omong kosong keadilan bagi seluruh rakyat, yang ada keadilan bagi oligarki doang. !! #AyoTolakUUIKN !! Tolak UU IKN","['omong', 'kosong', 'adil', 'rakyat', 'adil', 'oligarki', 'doang', 'tolak', 'uu', 'ikn']",0.0
Proyek oligarki IKN adalah wujud nyata kedzaliman sistem kapitalisme &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan #9olp,"['proyek', 'oligarki', 'ikn', 'wujud', 'kedzaliman', 'sistem', 'kapitalisme']",0.0
UU IKN ini tak bisa ditolerir lagi. &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt;,"['uu', 'ikn', 'tolerir']",0.0
Oligarki pemilik modal dan bonekanya pasti untung. Rakyat yg bayar pasti buntung bin sengsara. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['oligarki', 'milik', 'modal', 'boneka', 'untung', 'rakyat', 'bayar', 'buntung', 'bin', 'sengsara', 'tolak', 'uu', 'ikn']",0.0
"Rakyat jelata berjuang mati Matian untuk menyambung hidup, pemerintah kok malah makin meningkatkan hutang negara? &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;","['rakyat', 'jelata', 'juang', 'mati', 'mati', 'sambung', 'hidup', 'perintah', 'tingkat', 'hutang', 'negara', 'tolak', 'uu', 'ikn']",0.0
Rakyat akan semakin tercekik dengan pajak dan utang yang dibebankan utk proyek IKN. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,"['rakyat', 'cekik', 'pajak', 'utang', 'beban', 'proyek', 'ikn', 'ikn', 'proyek', 'oligarki']",0.0
Proyek IKN mengancam keutuhan ekologi dan lingkungan Kalimantan. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #lofg,"['proyek', 'ikn', 'ancam', 'utuh', 'ekologi', 'lingkung', 'kalimantan']",0.0
IKN jalan utk memperpanjang dan menyempurnakan penjajahan secara kaffah. --&gt;#UUIKNMendzalimiRakyat &lt;-- #yudv,"['ikn', 'jalan', 'panjang', 'sempurna', 'jajah', 'kaffah', 'lantai']",0.0
Bagaimana pemerintah bisa menjamin hak masyarakat asli dan penduduk yang terdampak proyek IKN. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['perintah', 'jamin', 'hak', 'masyarakat', 'asli', 'duduk', 'dampak', 'proyek', 'ikn', 'tolak', 'uu', 'ikn']",0.0
Pemindahan ibu kota seakan-akan dipaksakan. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['pindah', 'kota', 'seakanakan', 'paksa', 'tolak', 'uu', 'ikn']",0.0
UU IKN seolah-olah menjadi peraturan yang dipaksakan pengesahannya. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN #593d,"['uu', 'ikn', 'seolaholah', 'atur', 'paksa', 'kesah', 'tolak', 'uu', 'ikn']",0.0
"Pengusaha untung menggunung, Rakyat Buntung !! #AyoTolakUUIKN !! Tolak UU IKN","['usaha', 'untung', 'gunung', 'rakyat', 'buntung', 'tolak', 'uu', 'ikn']",0.0
"Pemindahan ibu kota negara adalah proyek oligarki, wajib ditolak oleh semua rakyat &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt;","['pindah', 'kota', 'negara', 'proyek', 'oligarki', 'wajib', 'tolak', 'rakyat']",0.0
Semoga proyek memubazirkan uang rakyat ini segera dihentikan secepatnya. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['moga', 'proyek', 'mubazir', 'uang', 'rakyat', 'henti', 'cepat', 'tolak', 'uu', 'ikn']",0.0
"IKN menguntungkan oligarki tapi membingungkan rakyat banyak &gt;&gt; #AyoTolakUUIKN &lt;&lt; 

#10sk","['ikn', 'untung', 'oligarki', 'bingung', 'rakyat']",0.0
UU IKN yang telah disahkan oleh pemerintah harus dikoreksi dan ditolak. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,"['uu', 'ikn', 'sah', 'perintah', 'koreksi', 'tolak']",0.0
"Kami rakyat serdang bedagai tolak IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; 

#8kxm","['rakyat', 'serdang', 'bedagai', 'tolak', 'ikn']",0.0
Meski ribuan masyarakat resah proyek IKN tetap berlangsung. --&gt; #AyoTolakUUIKN &lt;--  #jn6p,"['ribu', 'masyarakat', 'resah', 'proyek', 'ikn', 'lantai']",0.0
Anggaran gede manfa'at minim &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki #29rc,"['anggar', 'gede', 'manfaat', 'minim', 'ikn', 'proyek', 'oligarki']",0.0
"Rakyat patut waspada, ada kapitalis kapitalis rakus dibalik pindah nya ibu kota &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;","['rakyat', 'patut', 'waspada', 'kapitalis', 'kapitalis', 'rakus', 'balik', 'pindah', 'kota', 'ikn', 'proyek', 'oligarki']",0.0
UU IKN mengancam kelestarian flora fauna Kalimantan. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,"['uu', 'ikn', 'ancam', 'lestari', 'flora', 'fauna', 'kalimantan', 'ikn', 'proyek', 'oligarki']",0.0
Proyek IKN yang ratusan trilyun akan menambah beban rakyat dengan hutang yang sudah ribuan trilyun &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,"['proyek', 'ikn', 'ratus', 'trilyun', 'tambah', 'beban', 'rakyat', 'hutang', 'ribu', 'trilyun', 'ikn', 'proyek', 'oligarki']",0.0
Blm selesai membebani rakyat? &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN #swkj,"['selesai', 'beban', 'rakyat', 'tolak', 'uu', 'ikn']",0.0
"#UUIKNMendzalimiRakyat 

Yang diharapkan oleh rakyat adalah kesejahteraan dan kemakmuran bukan pemindahan ibu kota. IKN Proyek Oligarki","['harap', 'rakyat', 'sejahtera', 'makmur', 'pindah', 'kota', 'ikn', 'proyek', 'oligarki']",0.0
Sebenarnya ibukota baru ini buat siapa sih? &gt;&gt; #AyoTolakUUIKN &gt;&gt; Tolak UU IKN,"['ibukota', 'tolak', 'uu', 'ikn']",0.0
Semua orang juga tahu kalau proyek ini adalah proyek bodong yang justru akan membuat rakyat celaka dan menderita. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['proyek', 'proyek', 'bodong', 'rakyat', 'celaka', 'derita', 'tolak', 'uu', 'ikn']",0.0
"Proyek IKN memang menggiurkan tapi tidak untuk rakyat#AyoTolakUUIKN
#StopKebijakanDzalim
#UUIKNMendzalimiRakyat
#UUIKNMeresahkan
#IKNProyekOligarki
#TolakUUIKN","['proyek', 'ikn', 'giur', 'rakyat']",0.0
"Proyek IKN hanya menguntungkan Oligarki, tanpa memikirkan beban hidup masyarakat yang kian sekarat. --&gt; #AyoTolakUUIKN","['proyek', 'ikn', 'untung', 'oligarki', 'pikir', 'beban', 'hidup', 'masyarakat', 'kian', 'sekarat']",0.0
"Sudah banyak ahli menyampaikan ketidak layakan tempat ibu kota baru tapi tidak dihiraukan, ini semua karena hegemoni kapitalis untuk proyek IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;","['ahli', 'tidak', 'layak', 'kota', 'hirau', 'hegemoni', 'kapitalis', 'proyek', 'ikn', 'ikn', 'proyek', 'oligarki']",0.0
"#UUIKNMendzalimiRakyat 

Rakyat akan semakin diperas lewat pajak yang akan membiayai proyek IKN #StopKebijakanDzalim","['rakyat', 'peras', 'pajak', 'biaya', 'proyek', 'ikn']",0.0
Undang-Undang IKN terlalu cepat diputuskan tanpa adanya partisipasi publik --&gt; #UUIKNMendzalimiRakyat &lt;--  #g3ko,"['undangundang', 'ikn', 'cepat', 'putus', 'partisipasi', 'publik', 'lantai']",0.0
Mustahil jika Pemindahan Ibu Kota ini tidak dijadikan proyek yang menguntungkan para oligarki. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['mustahil', 'pindah', 'kota', 'jadi', 'proyek', 'untung', 'oligarki', 'tolak', 'uu', 'ikn']",0.0
Proyek IKN wujud nyata cengkeraman pemilik modal atas penguasa. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,"['proyek', 'ikn', 'wujud', 'cengkeram', 'milik', 'modal', 'kuasa']",0.0
UU IKN unfaedah. malah akan menjadi kanker yang akan menggerogoti negeri ini dengan berbagai permasalahan turunan dari realisasi proyek IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,"['uu', 'ikn', 'unfaedah', 'kanker', 'gerogot', 'negeri', 'masalah', 'turun', 'realisasi', 'proyek', 'ikn']",0.0
trus kalau gagal bayar utang IKN gmn? &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki #zv7e,"['gagal', 'bayar', 'utang', 'ikn', 'ikn', 'proyek', 'oligarki']",0.0
"IKN jalan utk memperpanjang dan menyempurnakan penjajahan secara kaffah. &gt;&gt; #UUIKNMendzalimiRakyat 
&lt;&lt; #StopKebijakanDzalim &gt;&gt;","['ikn', 'jalan', 'panjang', 'sempurna', 'jajah', 'kaffah']",0.0
UU IKN unfaedah. malah akan menjadi kanker yang akan menggerogoti negeri ini dengan berbagai permasalahan turunan dari realisasi proyek IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,"['uu', 'ikn', 'unfaedah', 'kanker', 'gerogot', 'negeri', 'masalah', 'turun', 'realisasi', 'proyek', 'ikn', 'ikn', 'proyek', 'oligarki']",0.0
UU IKN disahkan tanpa persetujuan rakyat. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['uu', 'ikn', 'sah', 'tuju', 'rakyat', 'tolak', 'uu', 'ikn']",0.0
"UU IKN hanya utk golongan tertentu saja

#UUIKNMendzalimiRakyat
IKN Proyek Oligarki","['uu', 'ikn', 'golong', 'ikn', 'proyek', 'oligarki']",0.0
Rakyat akan semakin tercekik dengan pajak dan utang yang dibebankan utk proyek IKN. &gt;&gt; #UUIKNMendzalimiRakyat &gt;&gt; IKN Proyek Oligarki,"['rakyat', 'cekik', 'pajak', 'utang', 'beban', 'proyek', 'ikn', 'ikn', 'proyek', 'oligarki']",0.0
Kami rakyat serdang bedagai tolak IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,"['rakyat', 'serdang', 'bedagai', 'tolak', 'ikn']",0.0
"Tidak habis pikir, meski penolakan² &amp; berbagai pandangan dilontarkan tentang dampak buruk dari pindahnya IKN, namun pemerintah tetep kekeh untuk segera merealisasikannya, ono opo toh???
#AyoTolakUUIKN
#UUIKNMendzalimiRakyat","['habis', 'pikir', 'tolak', 'pandang', 'lontar', 'dampak', 'buruk', 'pindah', 'ikn', 'perintah', 'kekeh', 'realisasi', 'sono', 'opo']",0.0
"Ya Allah, jadikanlah kaum muslimin menjadi sadar akan syariah Mu, hingga mereka menjadi ghirah untuk perjuangan ini.  #AyoTolakUUIKN #UUIKNMeresahkan Tolak UU IKN #qoaj","['allah', 'jadi', 'kaum', 'muslimin', 'sadar', 'syariah', 'mu', 'ghirah', 'juang', 'tolak', 'uu', 'ikn']",0.0
"Bahlil menyebut kementeriannya menjadi garda terdepan ihwal investasi untuk pembangunan ibu kota baru. Sebab, semua modal terutama dari asing, masuk lewat kementeriannya. https://t.co/jaZAbKRWB4","['bahlil', 'sebut', 'menteri', 'garda', 'depan', 'ihwal', 'investasi', 'bangun', 'kota', 'modal', 'asing', 'menteri']",1.0
"Kawal Proses Pemindahan Ibu Kota Negara ke Kaltim, MPR Susun TAP MPR https://t.co/26f4Lw0JTp","['kawal', 'proses', 'pindah', 'kota', 'negara', 'kaltim', 'mpr', 'susun', 'tapmpr']",1.0
IKN hanya menguntungkan para kaum kapitalis &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,"['ikn', 'untung', 'kaum', 'kapitalis']",0.0
Semua rakyat harus sadar dan menolak UU IKN ini. &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt;,"['rakyat', 'sadar', 'tolak', 'uu', 'ikn']",0.0
Proyek IKN mengancam keutuhan ekologi dan lingkungan Kalimantan. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim #vz4z,"['proyek', 'ikn', 'ancam', 'utuh', 'ekologi', 'lingkung', 'kalimantan']",0.0
UU IKN disinyalir sebagai wujud pemutihan dosa-dosa korporasi di Kalimantan Timur. --&gt; #UUIKNMendzalimiRakyat,"['uu', 'ikn', 'sinyalir', 'wujud', 'mutih', 'dosadosa', 'korporasi', 'kalimantan', 'timur']",0.0
Tolak pindah nya ibu kota Dukung diterapkanya penerapan syariah di ibukota yang ada !! #AyoTolakUUIKN !! Tolak UU IKN,"['tolak', 'pindah', 'kota', 'dukung', 'diterapkanya', 'terap', 'syariah', 'ibukota', 'tolak', 'uu', 'ikn']",0.0
"Beginilah wujud nyata pemimpin yang dihasilkan oleh sistem demokrasi.

#AyoTolakUUIKN
Tolak UU IKN","['wujud', 'pimpin', 'hasil', 'sistem', 'demokrasi', 'tolak', 'uu', 'ikn']",0.0
IKN proyek ugal-ugalan para elit politik &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['ikn', 'proyek', 'ugalugalan', 'elit', 'politik', 'tolak', 'uu', 'ikn']",0.0
UU IKN = Ugal-Ugalan IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,"['uu', 'ikn', 'ugalugalan', 'ikn']",0.0
"Masih banyak yg perlu dibenahi, rakyat masih banyak yg menderita, pindah IKN buru2 pakai APBN atau Hutang, tetap saja ujungnya Rakyat yang menderita. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #entj","['benah', 'rakyat', 'derita', 'pindah', 'ikn', 'buru', 'pakai', 'apbn', 'hutang', 'ujung', 'rakyat', 'derita']",0.0
Sebenarnya mereka digaji untuk apa? para elit politik gajinya dari mana? yuuk tolak rame-rame pemindahan ibukota... !! #AyoTolakUUIKN !! Tolak UU IKN,"['gaji', 'elit', 'politik', 'gaji', 'tolak', 'ramerame', 'pindah', 'ibukota', 'tolak', 'uu', 'ikn']",0.0
"Rakyat butuh kesejahteraan, bukan ibu kota baru &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;","['rakyat', 'butuh', 'sejahtera', 'kota', 'ikn', 'proyek', 'oligarki']",0.0
Keperadaan Idelogi Kapitalisme menjadi dalang dari lahirnya kebijakan IKN. Para kapitalis meraup untung dalam proyek ini tanpa mempertimbangkan kesejahteran rakyat. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki #f0i0,"['perada', 'idelogi', 'kapitalisme', 'dalang', 'lahir', 'bijak', 'ikn', 'kapitalis', 'raup', 'untung', 'proyek', 'timbang', 'kesejahteran', 'rakyat', 'ikn', 'proyek', 'oligarki']",0.0
Jangan sampai ibu kota baru jadi ibu tiri yang kerjanya menyengsarakan rakyat dengan hutang APBN yang semakin menggunung. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,"['kota', 'tiri', 'kerja', 'sengsara', 'rakyat', 'hutang', 'apbn', 'gunung', 'ikn', 'proyek', 'oligarki']",0.0
Rakyat akan semakin tercekik dengan pajak dan utang yang dibebankan utk proyek IKN. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim #afam,"['rakyat', 'cekik', 'pajak', 'utang', 'beban', 'proyek', 'ikn']",0.0
UU IKN disahkan tanpa persetujuan rakyat. &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt; https://t.co/7qO1CmG8o9,"['uu', 'ikn', 'sah', 'tuju', 'rakyat']",0.0
"#AyoTolakUUIKN 

Dana pindah ibu kota lebih baik dialokasikan untuk mengembalikan aset negara yang terjual. #UUIKNMeresahkan","['dana', 'pindah', 'kota', 'alokasi', 'kembali', 'aset', 'negara', 'jual']",0.0
Pemindahan ibu kota hanya akan menjadi beban anggaran belanja negara &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt;,"['pindah', 'kota', 'beban', 'anggar', 'belanja', 'negara']",0.0
Proyek oligarki IKN adalah wujud nyata kedzaliman sistem kapitalisme &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['proyek', 'oligarki', 'ikn', 'wujud', 'kedzaliman', 'sistem', 'kapitalisme', 'tolak', 'uu', 'ikn']",0.0
"Selaku warga yang baik kami wenolak perpindahan ibu kota baru, kenapa tidak di benahi saja ibu kota negara yang ada &gt;&gt; #AyoTolakUUIKN &lt;&lt; 

#hm55","['warga', 'wenolak', 'pindah', 'kota', 'benah', 'kota', 'negara']",0.0
"Proyek IKN hanya menguntungkan Oligarki, tanpa memikirkan beban hidup masyarakat yang kian sekarat. &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan #dpv8","['proyek', 'ikn', 'untung', 'oligarki', 'pikir', 'beban', 'hidup', 'masyarakat', 'kian', 'sekarat']",0.0
"Rakyat sibuk pemulihan ekonomi, Pemerintah sibuk pindah Ibu Kota &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;","['rakyat', 'sibuk', 'pulih', 'ekonomi', 'perintah', 'sibuk', 'pindah', 'kota', 'tolak', 'uu', 'ikn']",0.0
Kita sedang berada pada masa kritis lah kenapa APBN malah digunakan untuk hal yang kurang faedah? &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['kritis', 'apbn', 'faedah', 'tolak', 'uu', 'ikn']",0.0
Jangan sampai ibu kota baru jadi ibu tiri yang kerjanya menyengsarakan rakyat dengan hutang APBN yang semakin menggunung. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki #zmp6,"['kota', 'tiri', 'kerja', 'sengsara', 'rakyat', 'hutang', 'apbn', 'gunung', 'ikn', 'proyek', 'oligarki']",0.0
"Untuk siapa IKN sebenarnya??? Dari analisa, tidak ada hal yang mendesak sehingga harus pindah ibukota segera &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan #e3zc","['ikn', 'analisa', 'desak', 'pindah', 'ibukota']",0.0
UU IKN adalah bentuk legitimasi hukum atas kerusakan yang disebabkan oleh kebijakan pemerintah. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #uidr,"['uu', 'ikn', 'bentuk', 'legitimasi', 'hukum', 'rusa', 'sebab', 'bijak', 'perintah']",0.0
Pemindahan Ibu Kota ditengah karut marut ekonomi?? NO WAY!! &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,"['pindah', 'kota', 'tengah', 'karut', 'marut', 'ekonomi', 'way', 'tolak', 'uu', 'ikn']",0.0
